booking_id,check_in_date,check_out_date,ADR,room_type,occupancy_rate,advance_booking_days,length_of_stay,guest_id
17032,2022-11-18,2022-11-23,270.56,Executive Suite,0.8,7,5,G55381
17033,2022-11-18,2022-11-19,472.29,Presidential Suite,0.8,3,1,G14967
17034,2022-11-18,2022-11-22,135.4,Standard Double,0.71,21,4,G44387
17035,2022-11-18,2022-11-25,468.4,Presidential Suite,0.84,3,7,G72059
17036,2022-11-18,2022-11-20,156.26,Standard Double,0.69,21,2,G76342
17037,2022-11-18,2022-11-20,169.39,Standard King,0.74,3,2,G36018
17038,2022-11-18,2022-11-21,195.24,Deluxe Queen,0.78,1,3,G10548
17039,2022-11-18,2022-11-20,139.83,Standard Double,0.75,3,2,G46236
17040,2022-11-18,2022-11-20,161.89,Standard Double,0.7,60,2,G81521
17041,2022-11-19,2022-11-20,257.24,Deluxe Queen,0.7,30,1,G57397
17042,2022-11-19,2022-11-20,185.17,Standard Double,0.68,7,1,G51892
17043,2022-11-19,2022-11-20,227.63,Standard King,0.71,90,1,G46537
17044,2022-11-19,2022-11-20,205.04,Standard King,0.79,14,1,G73249
17045,2022-11-19,2022-11-21,560.43,Presidential Suite,0.79,3,2,G74334
17046,2022-11-19,2022-11-21,230.46,Standard King,0.83,1,2,G52689
17047,2022-11-19,2022-11-20,253.82,Deluxe Queen,0.85,21,1,G32372
17048,2022-11-19,2022-11-20,560.69,Presidential Suite,0.79,21,1,G78077
17049,2022-11-19,2022-11-22,322.49,Executive Suite,0.84,7,3,G85568
17050,2022-11-19,2022-11-22,229.69,Standard King,0.76,1,3,G30608
17051,2022-11-19,2022-11-24,259.76,Deluxe Queen,0.75,14,5,G78626
17052,2022-11-19,2022-11-21,179.69,Standard Double,0.68,21,2,G28822
17053,2022-11-19,2022-11-21,232.48,Standard King,0.9,60,2,G58925
17054,2022-11-19,2022-11-21,167.54,Standard Double,0.81,21,2,G68882
17055,2022-11-19,2022-11-20,204.53,Standard Double,0.67,3,1,G47433
17056,2022-11-19,2022-11-21,334.07,Executive Suite,0.82,3,2,G76758
17057,2022-11-19,2022-11-21,323.46,Executive Suite,0.76,3,2,G87347
17058,2022-11-19,2022-11-20,546.49,Presidential Suite,0.85,1,1,G53616
17059,2022-11-19,2022-11-21,215.24,Standard King,0.83,7,2,G19863
17060,2022-11-19,2022-11-21,223.18,Standard King,0.9,14,2,G90182
17061,2022-11-19,2022-11-21,347.04,Executive Suite,0.74,14,2,G35592
17062,2022-11-19,2022-11-21,346.68,Executive Suite,0.73,21,2,G30779
17063,2022-11-19,2022-11-20,262.07,Deluxe Queen,0.65,1,1,G96088
17064,2022-11-19,2022-11-22,226.4,Standard King,0.82,21,3,G27237
17065,2022-11-19,2022-11-22,547.63,Presidential Suite,0.78,1,3,G68663
17066,2022-11-20,2022-11-25,552.11,Presidential Suite,0.83,1,5,G84750
17067,2022-11-20,2022-11-21,556.9,Presidential Suite,0.73,7,1,G14841
17068,2022-11-20,2022-11-22,341.32,Executive Suite,0.69,7,2,G28466
17069,2022-11-20,2022-11-25,180.25,Standard Double,0.83,7,5,G11928
17070,2022-11-20,2022-11-22,252.76,Deluxe Queen,0.77,3,2,G23868
17071,2022-11-20,2022-11-22,174.82,Standard Double,0.74,7,2,G88446
17072,2022-11-20,2022-11-22,251.05,Deluxe Queen,0.69,3,2,G92123
17073,2022-11-20,2022-11-22,192.46,Standard Double,0.69,3,2,G51825
17074,2022-11-20,2022-11-22,216.88,Standard King,0.85,7,2,G10219
17075,2022-11-20,2022-11-23,560.58,Presidential Suite,0.75,7,3,G14070
17076,2022-11-20,2022-11-24,527.74,Presidential Suite,0.67,1,4,G88097
17077,2022-11-20,2022-11-21,231.56,Standard King,0.71,3,1,G64263
17078,2022-11-20,2022-11-22,526.17,Presidential Suite,0.82,90,2,G47513
17079,2022-11-20,2022-11-21,256.28,Deluxe Queen,0.77,21,1,G24801
17080,2022-11-20,2022-11-24,201.95,Standard King,0.77,14,4,G74983
17081,2022-11-20,2022-11-22,323.5,Executive Suite,0.84,60,2,G19523
17082,2022-11-20,2022-11-24,528.04,Presidential Suite,0.73,1,4,G77171
17083,2022-11-20,2022-11-21,252.94,Deluxe Queen,0.77,7,1,G73990
17084,2022-11-20,2022-11-22,263.34,Deluxe Queen,0.72,14,2,G25367
17085,2022-11-20,2022-11-23,529.86,Presidential Suite,0.85,1,3,G71934
17086,2022-11-20,2022-11-22,243.51,Deluxe Queen,0.82,14,2,G39936
17087,2022-11-21,2022-11-23,216.38,Standard Double,0.76,7,2,G60809
17088,2022-11-21,2022-11-22,218.69,Standard Double,0.68,3,1,G74136
17089,2022-11-21,2022-11-24,664.53,Presidential Suite,0.69,1,3,G42046
17090,2022-11-21,2022-11-23,267.26,Standard King,0.67,7,2,G20401
17091,2022-11-21,2022-11-24,672.7,Presidential Suite,0.7,1,3,G44303
17092,2022-11-21,2022-11-22,225.24,Standard Double,0.87,7,1,G21721
17093,2022-11-21,2022-11-22,695.53,Presidential Suite,0.71,7,1,G15573
17094,2022-11-21,2022-11-24,248.94,Standard Double,0.81,7,3,G33707
17095,2022-11-21,2022-11-23,287.58,Deluxe Queen,0.69,7,2,G81200
17096,2022-11-21,2022-11-23,213.01,Standard Double,0.69,60,2,G84145
17097,2022-11-21,2022-11-22,695.51,Presidential Suite,0.65,7,1,G46339
17098,2022-11-21,2022-11-22,422.15,Executive Suite,0.85,14,1,G14699
17099,2022-11-22,2022-11-24,403.21,Executive Suite,0.84,1,2,G57770
17100,2022-11-22,2022-11-24,237.84,Standard Double,0.76,7,2,G36830
17101,2022-11-22,2022-11-27,294.15,Deluxe Queen,0.68,3,5,G62723
17102,2022-11-22,2022-11-24,264.35,Standard King,0.73,1,2,G85522
17103,2022-11-22,2022-11-23,300.11,Deluxe Queen,0.87,3,1,G57603
17104,2022-11-22,2022-11-27,242.41,Standard Double,0.71,1,5,G26459
17105,2022-11-22,2022-11-24,233.67,Standard Double,0.87,1,2,G86872
17106,2022-11-22,2022-11-23,259.24,Standard King,0.81,3,1,G36415
17107,2022-11-22,2022-11-24,307.68,Deluxe Queen,0.71,3,2,G83854
17108,2022-11-22,2022-11-24,218.89,Standard Double,0.78,14,2,G57435
17109,2022-11-22,2022-11-23,408.62,Executive Suite,0.73,1,1,G76108
17110,2022-11-22,2022-11-23,238.1,Standard Double,0.68,7,1,G28561
17111,2022-11-22,2022-11-23,417.03,Executive Suite,0.76,14,1,G41610
17112,2022-11-22,2022-11-24,220.72,Standard Double,0.85,60,2,G39510
17113,2022-11-22,2022-11-24,670.23,Presidential Suite,0.87,90,2,G57284
17114,2022-11-23,2022-11-26,300.54,Deluxe Queen,0.66,7,3,G75798
17115,2022-11-23,2022-11-27,240.51,Standard Double,0.7,1,4,G10287
17116,2022-11-23,2022-11-25,225.01,Standard Double,0.79,7,2,G89167
17117,2022-11-23,2022-11-24,226.24,Standard Double,0.86,7,1,G55751
17118,2022-11-23,2022-11-25,228.26,Standard Double,0.84,30,2,G31170
17119,2022-11-23,2022-11-25,430.09,Executive Suite,0.85,7,2,G46774
17120,2022-11-23,2022-11-25,401.27,Executive Suite,0.69,1,2,G93541
17121,2022-11-23,2022-11-24,685.09,Presidential Suite,0.8,1,1,G66529
17122,2022-11-23,2022-11-27,302.0,Deluxe Queen,0.79,21,4,G93752
17123,2022-11-23,2022-11-24,428.88,Executive Suite,0.65,1,1,G82837
17124,2022-11-23,2022-11-24,400.71,Executive Suite,0.85,3,1,G54480
17125,2022-11-23,2022-11-25,258.87,Standard King,0.71,3,2,G28698
17126,2022-11-23,2022-11-27,402.1,Executive Suite,0.88,30,4,G54186
17127,2022-11-23,2022-11-24,250.08,Standard King,0.74,7,1,G83391
17128,2022-11-23,2022-11-25,211.99,Standard Double,0.9,21,2,G86380
17129,2022-11-23,2022-11-24,297.2,Deluxe Queen,0.88,3,1,G43328
17130,2022-11-24,2022-11-26,425.02,Executive Suite,0.81,3,2,G14983
17131,2022-11-24,2022-11-26,660.99,Presidential Suite,0.73,1,2,G94538
17132,2022-11-24,2022-11-27,664.66,Presidential Suite,0.76,14,3,G29774
17133,2022-11-24,2022-11-26,264.23,Standard King,0.66,1,2,G66084
17134,2022-11-24,2022-11-26,216.7,Standard Double,0.88,3,2,G36496
17135,2022-11-24,2022-11-27,217.53,Standard Double,0.7,7,3,G34472
17136,2022-11-24,2022-11-26,661.13,Presidential Suite,0.67,3,2,G58493
17137,2022-11-24,2022-11-25,312.16,Deluxe Queen,0.89,3,1,G90485
17138,2022-11-24,2022-11-26,224.04,Standard Double,0.79,7,2,G68407
17139,2022-11-24,2022-11-25,272.04,Standard King,0.84,21,1,G91059
17140,2022-11-24,2022-11-28,211.05,Standard Double,0.89,14,4,G31447
17141,2022-11-24,2022-11-26,676.93,Presidential Suite,0.89,3,2,G27906
17142,2022-11-24,2022-11-29,241.26,Standard Double,0.72,3,5,G63581
17143,2022-11-25,2022-11-27,412.54,Executive Suite,0.75,21,2,G53370
17144,2022-11-25,2022-11-29,232.2,Standard Double,0.82,1,4,G95035
17145,2022-11-25,2022-12-02,294.91,Deluxe Queen,0.8,60,7,G30347
17146,2022-11-25,2022-11-26,303.74,Deluxe Queen,0.87,7,1,G77455
17147,2022-11-25,2022-11-26,402.29,Executive Suite,0.73,3,1,G24033
17148,2022-11-25,2022-11-27,294.54,Deluxe Queen,0.82,1,2,G28475
17149,2022-11-25,2022-11-30,219.84,Standard Double,0.83,14,5,G63661
17150,2022-11-25,2022-11-26,318.32,Deluxe Queen,0.68,14,1,G83767
17151,2022-11-25,2022-11-27,661.41,Presidential Suite,0.7,7,2,G89263
17152,2022-11-25,2022-11-27,244.01,Standard Double,0.76,1,2,G38745
17153,2022-11-25,2022-11-27,239.36,Standard Double,0.71,21,2,G79113
17154,2022-11-25,2022-11-28,285.74,Deluxe Queen,0.77,7,3,G62671
17155,2022-11-25,2022-11-27,665.69,Presidential Suite,0.87,1,2,G26124
17156,2022-11-25,2022-11-28,223.14,Standard Double,0.79,21,3,G14588
17157,2022-11-25,2022-11-27,674.16,Presidential Suite,0.84,60,2,G55658
17158,2022-11-25,2022-11-27,285.98,Deluxe Queen,0.9,30,2,G50554
17159,2022-11-25,2022-11-28,267.89,Standard King,0.79,7,3,G50001
17160,2022-11-25,2022-11-27,252.16,Standard King,0.84,7,2,G58845
17161,2022-11-26,2022-11-28,496.98,Executive Suite,0.81,30,2,G83819
17162,2022-11-26,2022-11-28,487.2,Executive Suite,0.77,1,2,G31941
17163,2022-11-26,2022-11-28,382.91,Deluxe Queen,0.82,1,2,G93191
17164,2022-11-26,2022-11-28,798.15,Presidential Suite,0.75,1,2,G52093
17165,2022-11-26,2022-11-27,291.96,Standard Double,0.73,14,1,G12760
17166,2022-11-26,2022-11-28,495.89,Executive Suite,0.89,3,2,G76455
17167,2022-11-26,2022-11-28,495.39,Executive Suite,0.81,1,2,G66551
17168,2022-11-26,2022-11-29,292.3,Standard Double,0.8,7,3,G71707
17169,2022-11-26,2022-11-27,261.41,Standard Double,0.76,21,1,G41498
17170,2022-11-26,2022-11-28,490.01,Executive Suite,0.78,7,2,G18831
17171,2022-11-26,2022-11-28,338.8,Standard King,0.72,3,2,G34699
17172,2022-11-26,2022-11-28,379.38,Deluxe Queen,0.76,1,2,G83601
17173,2022-11-26,2022-11-27,316.56,Standard King,0.72,14,1,G60037
17174,2022-11-26,2022-11-27,301.01,Standard King,0.77,7,1,G40009
17175,2022-11-26,2022-11-27,357.48,Deluxe Queen,0.88,60,1,G64730
17176,2022-11-26,2022-12-01,363.08,Deluxe Queen,0.81,1,5,G61960
17177,2022-11-26,2022-11-28,816.35,Presidential Suite,0.71,3,2,G93504
17178,2022-11-26,2022-11-30,255.55,Standard Double,0.8,7,4,G39306
17179,2022-11-26,2022-11-27,802.77,Presidential Suite,0.74,7,1,G76466
17180,2022-11-26,2022-11-30,271.18,Standard Double,0.78,1,4,G16191
17181,2022-11-26,2022-11-28,380.88,Deluxe Queen,0.84,7,2,G97948
17182,2022-11-26,2022-12-01,311.25,Standard King,0.7,21,5,G79056
17183,2022-11-26,2022-11-28,317.29,Standard King,0.74,3,2,G81448
17184,2022-11-26,2022-11-29,488.7,Executive Suite,0.67,21,3,G83921
17185,2022-11-26,2022-11-28,327.58,Standard King,0.88,1,2,G29884
17186,2022-11-26,2022-11-28,824.53,Presidential Suite,0.73,90,2,G10885
17187,2022-11-27,2022-12-01,300.13,Standard King,0.83,7,4,G46331
17188,2022-11-27,2022-11-28,799.48,Presidential Suite,0.75,3,1,G86104
17189,2022-11-27,2022-11-28,329.01,Standard King,0.75,14,1,G22551
17190,2022-11-27,2022-12-01,335.11,Standard King,0.68,7,4,G31150
17191,2022-11-27,2022-11-30,512.39,Executive Suite,0.67,1,3,G55266
17192,2022-11-27,2022-11-28,326.37,Standard King,0.78,14,1,G14479
17193,2022-11-27,2022-11-29,303.53,Standard King,0.66,1,2,G41263
17194,2022-11-27,2022-11-28,320.15,Standard King,0.84,14,1,G69647
17195,2022-11-27,2022-11-29,480.53,Executive Suite,0.9,3,2,G71876
17196,2022-11-27,2022-11-29,316.55,Standard King,0.78,3,2,G10498
17197,2022-11-27,2022-11-28,372.79,Deluxe Queen,0.77,1,1,G19769
17198,2022-11-27,2022-11-29,321.24,Standard King,0.81,3,2,G88870
17199,2022-11-27,2022-11-29,808.16,Presidential Suite,0.84,3,2,G17584
17200,2022-11-27,2022-12-02,830.71,Presidential Suite,0.85,14,5,G94705
17201,2022-11-27,2022-11-29,798.86,Presidential Suite,0.8,3,2,G42123
17202,2022-11-27,2022-11-30,503.6,Executive Suite,0.89,3,3,G32850
17203,2022-11-27,2022-11-29,272.55,Standard Double,0.75,21,2,G99013
17204,2022-11-27,2022-11-30,268.63,Standard Double,0.85,14,3,G30878
17205,2022-11-27,2022-11-30,339.74,Standard King,0.79,3,3,G18456
17206,2022-11-27,2022-11-29,806.18,Presidential Suite,0.72,90,2,G20152
17207,2022-11-27,2022-12-04,322.45,Standard King,0.76,3,7,G30769
17208,2022-11-27,2022-11-28,294.49,Standard Double,0.72,3,1,G68515
17209,2022-11-27,2022-11-29,365.15,Deluxe Queen,0.76,3,2,G94743
17210,2022-11-27,2022-11-28,812.03,Presidential Suite,0.85,30,1,G27030
17211,2022-11-27,2022-11-29,498.37,Executive Suite,0.89,14,2,G34672
17212,2022-11-27,2022-11-29,830.04,Presidential Suite,0.83,7,2,G63430
17213,2022-11-27,2022-11-29,817.76,Presidential Suite,0.84,3,2,G48243
17214,2022-11-27,2022-11-29,282.92,Standard Double,0.7,3,2,G64422
17215,2022-11-27,2022-11-28,517.26,Executive Suite,0.84,3,1,G58697
17216,2022-11-27,2022-12-01,511.24,Executive Suite,0.74,7,4,G54912
17217,2022-11-28,2022-11-30,416.77,Executive Suite,0.79,7,2,G89873
17218,2022-11-28,2022-11-30,323.58,Deluxe Queen,0.78,3,2,G99278
17219,2022-11-28,2022-11-29,696.48,Presidential Suite,0.79,3,1,G84130
17220,2022-11-28,2022-11-30,255.1,Standard King,0.66,90,2,G27108
17221,2022-11-28,2022-11-29,295.68,Deluxe Queen,0.86,3,1,G75081
17222,2022-11-28,2022-12-05,216.22,Standard Double,0.69,21,7,G53629
17223,2022-11-28,2022-12-02,682.22,Presidential Suite,0.84,30,4,G10441
17224,2022-11-28,2022-11-30,265.03,Standard King,0.8,14,2,G10334
17225,2022-11-28,2022-11-30,280.86,Standard King,0.89,21,2,G49848
17226,2022-11-28,2022-11-29,267.13,Standard King,0.8,1,1,G81948
17227,2022-11-28,2022-11-30,230.5,Standard Double,0.68,3,2,G78682
17228,2022-11-28,2022-11-29,428.57,Executive Suite,0.77,21,1,G10403
17229,2022-11-28,2022-12-01,431.42,Executive Suite,0.85,3,3,G98921
17230,2022-11-28,2022-11-30,219.4,Standard Double,0.82,1,2,G58122
17231,2022-11-28,2022-11-30,671.64,Presidential Suite,0.87,1,2,G62892
17232,2022-11-29,2022-12-01,412.08,Executive Suite,0.74,3,2,G93178
17233,2022-11-29,2022-12-04,269.71,Standard King,0.82,14,5,G97770
17234,2022-11-29,2022-12-01,241.37,Standard Double,0.73,21,2,G51228
17235,2022-11-29,2022-12-02,405.91,Executive Suite,0.86,14,3,G25177
17236,2022-11-29,2022-11-30,232.89,Standard Double,0.76,1,1,G59745
17237,2022-11-29,2022-12-04,226.32,Standard Double,0.67,14,5,G54940
17238,2022-11-29,2022-12-01,286.84,Standard King,0.85,3,2,G31564
17239,2022-11-29,2022-12-01,296.67,Deluxe Queen,0.83,7,2,G21980
17240,2022-11-29,2022-11-30,663.38,Presidential Suite,0.87,14,1,G60733
17241,2022-11-29,2022-12-01,699.0,Presidential Suite,0.85,3,2,G44453
17242,2022-11-29,2022-12-01,428.91,Executive Suite,0.84,1,2,G33679
17243,2022-11-29,2022-11-30,398.36,Executive Suite,0.79,21,1,G92529
17244,2022-11-29,2022-12-01,309.32,Deluxe Queen,0.75,3,2,G16577
17245,2022-11-29,2022-12-03,688.17,Presidential Suite,0.82,14,4,G77357
17246,2022-11-30,2022-12-01,305.7,Deluxe Queen,0.81,1,1,G35292
17247,2022-11-30,2022-12-05,436.75,Executive Suite,0.72,7,5,G23801
17248,2022-11-30,2022-12-02,279.58,Standard King,0.87,30,2,G69006
17249,2022-11-30,2022-12-01,662.26,Presidential Suite,0.87,14,1,G37300
17250,2022-11-30,2022-12-02,234.03,Standard Double,0.89,3,2,G19195
17251,2022-11-30,2022-12-01,250.89,Standard King,0.83,90,1,G53300
17252,2022-11-30,2022-12-02,421.77,Executive Suite,0.77,30,2,G54910
17253,2022-11-30,2022-12-04,412.99,Executive Suite,0.77,14,4,G42707
17254,2022-11-30,2022-12-01,225.26,Standard Double,0.76,3,1,G79059
17255,2022-11-30,2022-12-01,265.18,Standard King,0.68,14,1,G16895
17256,2022-11-30,2022-12-02,288.96,Deluxe Queen,0.89,7,2,G73781
17257,2022-11-30,2022-12-02,674.45,Presidential Suite,0.7,14,2,G26858
17258,2022-11-30,2022-12-02,258.35,Standard King,0.77,7,2,G87247
17259,2022-11-30,2022-12-02,416.37,Executive Suite,0.9,7,2,G27325
17260,2022-11-30,2022-12-02,243.5,Standard Double,0.66,3,2,G31395
17261,2022-12-01,2022-12-02,695.34,Presidential Suite,0.79,3,1,G79248
17262,2022-12-01,2022-12-03,262.58,Standard King,0.72,3,2,G25870
17263,2022-12-01,2022-12-03,274.5,Standard King,0.79,3,2,G65893
17264,2022-12-01,2022-12-03,684.17,Presidential Suite,0.65,7,2,G72774
17265,2022-12-01,2022-12-03,676.96,Presidential Suite,0.89,1,2,G26017
17266,2022-12-01,2022-12-03,687.71,Presidential Suite,0.83,1,2,G91687
17267,2022-12-01,2022-12-03,309.4,Deluxe Queen,0.72,14,2,G46547
17268,2022-12-01,2022-12-03,265.82,Standard King,0.72,3,2,G29734
17269,2022-12-01,2022-12-02,419.93,Executive Suite,0.71,7,1,G95095
17270,2022-12-01,2022-12-02,269.48,Standard King,0.73,1,1,G21844
17271,2022-12-01,2022-12-02,669.83,Presidential Suite,0.85,3,1,G41356
17272,2022-12-01,2022-12-08,419.35,Executive Suite,0.66,30,7,G51175
17273,2022-12-01,2022-12-03,418.43,Executive Suite,0.82,14,2,G12438
17274,2022-12-01,2022-12-03,686.09,Presidential Suite,0.76,7,2,G71563
17275,2022-12-01,2022-12-02,286.18,Deluxe Queen,0.81,14,1,G88725
17276,2022-12-01,2022-12-03,286.91,Standard King,0.86,30,2,G72671
17277,2022-12-01,2022-12-04,315.93,Deluxe Queen,0.67,21,3,G72809
17278,2022-12-01,2022-12-03,400.18,Executive Suite,0.83,3,2,G79143
17279,2022-12-01,2022-12-05,400.3,Executive Suite,0.84,14,4,G61423
17280,2022-12-01,2022-12-02,279.14,Standard King,0.7,1,1,G63749
17281,2022-12-01,2022-12-04,259.62,Standard King,0.73,7,3,G89959
17282,2022-12-01,2022-12-03,301.1,Deluxe Queen,0.79,21,2,G69311
17283,2022-12-01,2022-12-02,241.11,Standard Double,0.89,3,1,G42564
17284,2022-12-01,2022-12-03,323.63,Deluxe Queen,0.68,3,2,G95558
17285,2022-12-01,2022-12-02,412.71,Executive Suite,0.66,7,1,G19995
17286,2022-12-02,2022-12-06,684.63,Presidential Suite,0.69,30,4,G11199
17287,2022-12-02,2022-12-04,241.59,Standard Double,0.74,21,2,G60504
17288,2022-12-02,2022-12-04,286.04,Deluxe Queen,0.76,3,2,G64888
17289,2022-12-02,2022-12-06,661.58,Presidential Suite,0.87,7,4,G34660
17290,2022-12-02,2022-12-04,241.43,Standard Double,0.65,21,2,G45701
17291,2022-12-02,2022-12-04,247.11,Standard Double,0.82,3,2,G29056
17292,2022-12-02,2022-12-04,414.43,Executive Suite,0.81,21,2,G32879
17293,2022-12-02,2022-12-06,415.46,Executive Suite,0.79,60,4,G35866
17294,2022-12-02,2022-12-05,256.55,Standard King,0.86,3,3,G50725
17295,2022-12-02,2022-12-04,248.3,Standard King,0.73,3,2,G61608
17296,2022-12-02,2022-12-06,400.86,Executive Suite,0.89,14,4,G85403
17297,2022-12-02,2022-12-04,287.12,Deluxe Queen,0.7,1,2,G80075
17298,2022-12-02,2022-12-04,287.52,Deluxe Queen,0.77,21,2,G42207
17299,2022-12-02,2022-12-04,273.04,Standard King,0.71,1,2,G66102
17300,2022-12-02,2022-12-06,313.05,Deluxe Queen,0.84,3,4,G26708
17301,2022-12-02,2022-12-05,218.82,Standard Double,0.89,3,3,G69632
17302,2022-12-02,2022-12-04,264.92,Standard King,0.87,1,2,G77241
17303,2022-12-02,2022-12-09,666.92,Presidential Suite,0.68,21,7,G49331
17304,2022-12-02,2022-12-09,280.59,Standard King,0.85,3,7,G44360
17305,2022-12-03,2022-12-08,370.18,Deluxe Queen,0.86,3,5,G79854
17306,2022-12-03,2022-12-05,512.24,Executive Suite,0.9,7,2,G21096
17307,2022-12-03,2022-12-10,331.29,Standard King,0.83,3,7,G53659
17308,2022-12-03,2022-12-06,264.79,Standard Double,0.77,14,3,G45810
17309,2022-12-03,2022-12-07,798.53,Presidential Suite,0.74,3,4,G80212
17310,2022-12-03,2022-12-04,326.8,Standard King,0.88,3,1,G45315
17311,2022-12-03,2022-12-04,508.5,Executive Suite,0.8,1,1,G96752
17312,2022-12-03,2022-12-05,484.35,Executive Suite,0.74,14,2,G87577
17313,2022-12-03,2022-12-05,488.74,Executive Suite,0.85,3,2,G40413
17314,2022-12-03,2022-12-04,267.62,Standard Double,0.89,3,1,G88110
17315,2022-12-03,2022-12-06,355.86,Deluxe Queen,0.65,1,3,G51997
17316,2022-12-03,2022-12-04,371.91,Deluxe Queen,0.84,90,1,G37617
17317,2022-12-03,2022-12-08,278.0,Standard Double,0.77,1,5,G75078
17318,2022-12-03,2022-12-07,300.6,Standard King,0.8,14,4,G14973
17319,2022-12-03,2022-12-05,330.36,Standard King,0.7,14,2,G34403
17320,2022-12-03,2022-12-05,801.36,Presidential Suite,0.73,1,2,G57750
17321,2022-12-03,2022-12-08,373.27,Deluxe Queen,0.75,14,5,G29355
17322,2022-12-03,2022-12-05,807.06,Presidential Suite,0.74,3,2,G68008
17323,2022-12-03,2022-12-06,822.66,Presidential Suite,0.8,21,3,G88952
17324,2022-12-03,2022-12-04,825.92,Presidential Suite,0.82,1,1,G20413
17325,2022-12-03,2022-12-05,815.18,Presidential Suite,0.76,3,2,G34485
17326,2022-12-03,2022-12-04,832.61,Presidential Suite,0.74,21,1,G33607
17327,2022-12-03,2022-12-05,804.69,Presidential Suite,0.82,1,2,G19330
17328,2022-12-03,2022-12-05,819.1,Presidential Suite,0.81,3,2,G99183
17329,2022-12-03,2022-12-06,806.7,Presidential Suite,0.83,7,3,G69098
17330,2022-12-03,2022-12-05,358.66,Deluxe Queen,0.82,14,2,G59438
17331,2022-12-03,2022-12-04,480.14,Executive Suite,0.67,1,1,G80030
17332,2022-12-03,2022-12-05,812.89,Presidential Suite,0.66,21,2,G85991
17333,2022-12-03,2022-12-05,829.83,Presidential Suite,0.74,1,2,G96902
17334,2022-12-03,2022-12-05,301.83,Standard King,0.88,21,2,G70648
17335,2022-12-03,2022-12-04,353.33,Deluxe Queen,0.71,3,1,G79857
17336,2022-12-03,2022-12-05,364.2,Deluxe Queen,0.66,7,2,G49042
17337,2022-12-03,2022-12-06,377.99,Deluxe Queen,0.77,1,3,G93289
17338,2022-12-03,2022-12-04,277.97,Standard Double,0.81,7,1,G98166
17339,2022-12-04,2022-12-05,257.7,Standard Double,0.75,1,1,G33567
17340,2022-12-04,2022-12-06,822.25,Presidential Suite,0.8,14,2,G92601
17341,2022-12-04,2022-12-08,382.11,Deluxe Queen,0.81,1,4,G61420
17342,2022-12-04,2022-12-05,506.49,Executive Suite,0.66,1,1,G85122
17343,2022-12-04,2022-12-06,313.86,Standard King,0.68,3,2,G13268
17344,2022-12-04,2022-12-09,804.92,Presidential Suite,0.84,30,5,G35267
17345,2022-12-04,2022-12-05,281.06,Standard Double,0.81,3,1,G78798
17346,2022-12-04,2022-12-06,307.14,Standard King,0.88,90,2,G17787
17347,2022-12-04,2022-12-07,491.81,Executive Suite,0.74,3,3,G45100
17348,2022-12-04,2022-12-06,337.98,Standard King,0.72,1,2,G82904
17349,2022-12-04,2022-12-06,303.86,Standard King,0.86,3,2,G49413
17350,2022-12-04,2022-12-05,513.47,Executive Suite,0.68,3,1,G59909
17351,2022-12-04,2022-12-05,286.63,Standard Double,0.81,7,1,G74414
17352,2022-12-04,2022-12-08,501.13,Executive Suite,0.71,1,4,G81222
17353,2022-12-04,2022-12-06,256.57,Standard Double,0.66,21,2,G96599
17354,2022-12-04,2022-12-07,363.84,Deluxe Queen,0.83,21,3,G23727
17355,2022-12-04,2022-12-07,273.24,Standard Double,0.72,14,3,G93586
17356,2022-12-04,2022-12-06,509.61,Executive Suite,0.84,3,2,G68964
17357,2022-12-04,2022-12-05,795.85,Presidential Suite,0.75,14,1,G70446
17358,2022-12-04,2022-12-07,370.33,Deluxe Queen,0.84,30,3,G89063
17359,2022-12-04,2022-12-05,288.34,Standard Double,0.8,7,1,G91116
17360,2022-12-04,2022-12-05,828.54,Presidential Suite,0.77,21,1,G47008
17361,2022-12-04,2022-12-06,823.65,Presidential Suite,0.84,1,2,G80522
17362,2022-12-04,2022-12-07,266.56,Standard Double,0.87,1,3,G13251
17363,2022-12-04,2022-12-06,369.47,Deluxe Queen,0.77,1,2,G14230
17364,2022-12-04,2022-12-06,255.94,Standard Double,0.74,14,2,G44326
17365,2022-12-04,2022-12-07,493.89,Executive Suite,0.76,14,3,G48091
17366,2022-12-04,2022-12-05,292.94,Standard Double,0.67,1,1,G71748
17367,2022-12-04,2022-12-06,332.81,Standard King,0.86,1,2,G55738
17368,2022-12-05,2022-12-08,251.09,Standard King,0.75,1,3,G39507
17369,2022-12-05,2022-12-07,282.12,Standard King,0.85,30,2,G43847
17370,2022-12-05,2022-12-08,697.33,Presidential Suite,0.81,7,3,G80158
17371,2022-12-05,2022-12-09,688.54,Presidential Suite,0.69,1,4,G58147
17372,2022-12-05,2022-12-07,660.83,Presidential Suite,0.67,21,2,G51754
17373,2022-12-05,2022-12-06,434.4,Executive Suite,0.76,1,1,G63040
17374,2022-12-05,2022-12-07,664.23,Presidential Suite,0.89,21,2,G96442
17375,2022-12-05,2022-12-09,437.47,Executive Suite,0.88,60,4,G26868
17376,2022-12-05,2022-12-10,223.35,Standard Double,0.86,7,5,G69192
17377,2022-12-05,2022-12-07,212.91,Standard Double,0.75,1,2,G63792
17378,2022-12-05,2022-12-06,685.79,Presidential Suite,0.86,90,1,G23218
17379,2022-12-05,2022-12-06,303.91,Deluxe Queen,0.86,21,1,G66063
17380,2022-12-05,2022-12-06,682.77,Presidential Suite,0.89,7,1,G54930
