Date of booking,Room type,Daily room rate,Occupancy status,Season,Special event indicator,Revenue generated,Guest satisfaction rating,Cancellation status
15-06-2022,Suite,265.71,Occupied,Off-Peak,0,14069.87,3,Completed
15-06-2022,Standard,248.32,Occupied,Off-Peak,0,21559.63,5,Completed
15-06-2022,Deluxe,335.08,Occupied,Peak,0,18745.44,3,Completed
15-06-2022,Standard,398.3,Available,Off-Peak,0,14256.3,4,Completed
15-06-2022,Standard,387.83,Occupied,Peak,0,14268.26,2,Completed
15-06-2022,Suite,205.76,Occupied,Off-Peak,1,9220.45,5,Completed
15-06-2022,Suite,396.69,Occupied,Peak,0,13661.72,4,Completed
15-06-2022,Standard,276.14,Occupied,Off-Peak,0,16217.2,5,Completed
15-06-2022,Standard,345.05,Occupied,Off-Peak,0,20525.57,3,Completed
16-06-2022,Suite,232.03,Occupied,Peak,0,11899.12,2,Cancelled
16-06-2022,Suite,310.65,Available,Peak,1,14050.82,3,Completed
16-06-2022,Standard,323.53,Available,Off-Peak,0,10253.93,4,Completed
16-06-2022,Standard,188.65,Occupied,Off-Peak,0,16126.63,4,Completed
16-06-2022,Standard,345.62,Available,Peak,0,18918.9,4,Completed
16-06-2022,Suite,400.95,Occupied,Peak,0,18148.24,1,Completed
16-06-2022,Standard,286.9,Occupied,Peak,0,9149.06,4,Completed
16-06-2022,Standard,402.01,Occupied,Off-Peak,1,15734.32,5,Completed
16-06-2022,Deluxe,285.77,Occupied,Peak,0,11613.44,2,Completed
16-06-2022,Standard,363.72,Available,Peak,0,20055.25,1,Cancelled
16-06-2022,Standard,133.61,Occupied,Off-Peak,0,14193.44,4,Completed
16-06-2022,Standard,481.41,Occupied,Off-Peak,0,7402.43,3,Cancelled
16-06-2022,Standard,412.16,Available,Peak,0,13900.99,4,Completed
16-06-2022,Standard,278.65,Occupied,Off-Peak,0,17292.36,4,Cancelled
16-06-2022,Deluxe,152.09,Available,Off-Peak,0,16220.03,5,Completed
16-06-2022,Standard,321.6,Available,Off-Peak,0,12441.02,5,Completed
16-06-2022,Deluxe,191.71,Occupied,Peak,0,12073.63,4,Completed
16-06-2022,Suite,333.36,Available,Off-Peak,0,10062.48,3,Completed
16-06-2022,Deluxe,330.87,Occupied,Peak,0,13026.25,3,Completed
16-06-2022,Standard,229.39,Occupied,Peak,0,10721.61,5,Cancelled
16-06-2022,Standard,384.07,Occupied,Peak,0,19850.43,4,Completed
16-06-2022,Standard,360.42,Occupied,Off-Peak,0,10494.31,4,Completed
16-06-2022,Standard,373.19,Available,Off-Peak,0,15611.42,3,Completed
16-06-2022,Standard,300.66,Occupied,Off-Peak,0,15271.52,2,Completed
17-06-2022,Deluxe,193.84,Occupied,Peak,0,19728.34,3,Completed
17-06-2022,Standard,373.34,Available,Off-Peak,0,20446.84,2,Completed
17-06-2022,Standard,279.72,Occupied,Off-Peak,0,18479.85,4,Completed
17-06-2022,Standard,195.77,Occupied,Peak,1,16764.64,4,Completed
17-06-2022,Deluxe,401.4,Occupied,Off-Peak,0,9756.77,1,Completed
17-06-2022,Standard,457.46,Available,Peak,0,9655.65,4,Completed
17-06-2022,Deluxe,296.91,Occupied,Off-Peak,0,10771.55,5,Cancelled
17-06-2022,Standard,461.93,Occupied,Peak,0,18759.6,4,Completed
17-06-2022,Suite,306.85,Occupied,Off-Peak,0,15366.65,4,Completed
17-06-2022,Suite,271.47,Occupied,Off-Peak,1,19343.29,3,Cancelled
17-06-2022,Standard,252.72,Available,Off-Peak,0,20014.01,5,Cancelled
17-06-2022,Standard,422.78,Occupied,Peak,0,11370.24,3,Completed
17-06-2022,Standard,241.49,Occupied,Off-Peak,0,15160.37,5,Completed
17-06-2022,Standard,355.15,Occupied,Peak,0,14935.03,4,Completed
17-06-2022,Deluxe,258.06,Available,Off-Peak,0,13361.06,5,Completed
17-06-2022,Suite,265.48,Available,Off-Peak,0,12325.79,5,Completed
17-06-2022,Deluxe,377.27,Occupied,Peak,0,20923.78,4,Completed
17-06-2022,Suite,271.5,Occupied,Peak,0,15259.86,1,Completed
17-06-2022,Standard,269.64,Occupied,Off-Peak,0,15065.72,2,Completed
17-06-2022,Standard,384.96,Occupied,Off-Peak,0,10986.11,1,Completed
17-06-2022,Deluxe,419.8,Occupied,Peak,0,18376.06,2,Cancelled
17-06-2022,Standard,348.35,Occupied,Peak,1,9974.46,1,Cancelled
17-06-2022,Deluxe,250.89,Occupied,Peak,0,17274.53,4,Completed
17-06-2022,Standard,261.7,Available,Off-Peak,0,17411.15,1,Cancelled
18-06-2022,Standard,305.99,Occupied,Off-Peak,0,12937.42,3,Completed
18-06-2022,Suite,324.07,Available,Off-Peak,0,16588.26,5,Completed
18-06-2022,Standard,225.91,Occupied,Off-Peak,0,15928.35,4,Completed
18-06-2022,Suite,354.23,Available,Off-Peak,0,14803.2,5,Completed
18-06-2022,Suite,306.41,Occupied,Off-Peak,0,15064.72,2,Completed
18-06-2022,Deluxe,171.32,Occupied,Peak,0,15308.91,4,Completed
18-06-2022,Deluxe,230.33,Available,Off-Peak,0,15649.56,3,Completed
18-06-2022,Deluxe,262.19,Occupied,Peak,0,15301.21,3,Completed
18-06-2022,Suite,294.54,Occupied,Peak,0,9480.68,4,Completed
18-06-2022,Standard,441.7,Occupied,Off-Peak,0,14238.95,1,Completed
18-06-2022,Standard,317.86,Available,Peak,0,16324.74,2,Completed
18-06-2022,Deluxe,236.94,Occupied,Off-Peak,0,15486.44,4,Completed
18-06-2022,Standard,316.55,Available,Off-Peak,1,19768.75,4,Completed
18-06-2022,Standard,273.59,Occupied,Off-Peak,0,18100.43,4,Completed
18-06-2022,Standard,324.36,Occupied,Peak,0,10647.95,3,Completed
18-06-2022,Deluxe,343.54,Occupied,Peak,1,14166.86,3,Completed
18-06-2022,Suite,390.69,Occupied,Peak,0,13443.32,1,Cancelled
18-06-2022,Standard,298.18,Occupied,Off-Peak,0,14978.26,5,Completed
18-06-2022,Suite,422.92,Occupied,Off-Peak,0,14985.09,5,Completed
18-06-2022,Deluxe,368.1,Occupied,Off-Peak,0,18057.61,1,Completed
18-06-2022,Suite,246.94,Occupied,Off-Peak,0,15886.64,2,Completed
18-06-2022,Deluxe,465.74,Occupied,Off-Peak,1,21152.73,4,Completed
18-06-2022,Deluxe,324.52,Available,Off-Peak,0,16205.02,2,Completed
18-06-2022,Standard,237.37,Available,Off-Peak,1,10847.05,5,Completed
19-06-2022,Suite,423.97,Available,Peak,0,12663.6,4,Completed
19-06-2022,Standard,455.83,Occupied,Off-Peak,0,18018.95,3,Cancelled
19-06-2022,Suite,297.52,Available,Off-Peak,0,6929.16,1,Completed
19-06-2022,Suite,262.23,Occupied,Peak,1,8270.6,4,Completed
19-06-2022,Standard,287.07,Occupied,Peak,0,15053.49,3,Cancelled
19-06-2022,Standard,353.6,Available,Peak,0,19754.61,4,Completed
19-06-2022,Deluxe,395.84,Available,Off-Peak,0,21535.18,3,Completed
19-06-2022,Standard,342.79,Occupied,Peak,0,13914.47,2,Completed
19-06-2022,Suite,307.63,Occupied,Off-Peak,0,20304.14,4,Completed
19-06-2022,Standard,412.35,Occupied,Off-Peak,0,15361.34,3,Cancelled
19-06-2022,Standard,276.54,Occupied,Off-Peak,0,7342.93,2,Cancelled
19-06-2022,Suite,377.32,Available,Peak,1,14959.62,2,Completed
19-06-2022,Deluxe,278.4,Occupied,Peak,0,11905.46,4,Completed
19-06-2022,Suite,332.33,Available,Peak,0,19591.15,4,Completed
19-06-2022,Standard,291.48,Occupied,Peak,0,14871.62,3,Cancelled
19-06-2022,Deluxe,295.81,Available,Off-Peak,1,8610.43,4,Completed
19-06-2022,Deluxe,271.7,Available,Peak,0,7501.43,2,Completed
19-06-2022,Deluxe,400.86,Occupied,Off-Peak,0,14895.1,3,Cancelled
19-06-2022,Deluxe,245.03,Occupied,Peak,0,2898.91,4,Completed
19-06-2022,Deluxe,244.48,Available,Off-Peak,0,12409.17,4,Completed
19-06-2022,Standard,459.07,Occupied,Off-Peak,1,16155.15,3,Completed
19-06-2022,Standard,373.34,Occupied,Off-Peak,1,9714.92,2,Completed
19-06-2022,Deluxe,121.12,Occupied,Off-Peak,0,19969.94,1,Completed
19-06-2022,Standard,257.61,Occupied,Peak,0,20955.03,5,Completed
20-06-2022,Deluxe,164.1,Available,Off-Peak,0,9916.5,1,Cancelled
20-06-2022,Standard,228.7,Occupied,Off-Peak,0,13509.78,2,Completed
20-06-2022,Deluxe,64.61,Available,Off-Peak,0,19973.47,2,Completed
20-06-2022,Deluxe,289.73,Occupied,Off-Peak,0,14993.46,3,Completed
20-06-2022,Standard,214.35,Available,Off-Peak,0,8027.61,4,Completed
20-06-2022,Standard,304.49,Occupied,Off-Peak,1,14283.39,2,Cancelled
20-06-2022,Standard,178.12,Occupied,Off-Peak,0,10735.36,4,Cancelled
20-06-2022,Deluxe,306.22,Occupied,Off-Peak,0,20540.99,1,Completed
20-06-2022,Suite,268.88,Available,Peak,0,18029.66,3,Completed
20-06-2022,Standard,412.65,Occupied,Off-Peak,0,13431.22,2,Completed
20-06-2022,Deluxe,405.85,Available,Off-Peak,0,15710.74,2,Cancelled
20-06-2022,Standard,358.9,Occupied,Off-Peak,0,8459.39,3,Completed
20-06-2022,Standard,275.5,Occupied,Off-Peak,0,11231.11,4,Completed
20-06-2022,Suite,448.9,Available,Peak,0,22766.4,4,Completed
20-06-2022,Standard,183.52,Occupied,Off-Peak,0,15267.57,3,Cancelled
20-06-2022,Standard,194.73,Occupied,Off-Peak,1,19650.43,2,Completed
20-06-2022,Standard,293.72,Occupied,Off-Peak,0,16160.07,3,Cancelled
20-06-2022,Standard,469.05,Occupied,Peak,1,21571.41,4,Completed
20-06-2022,Standard,284.82,Occupied,Off-Peak,1,5005.81,5,Completed
20-06-2022,Standard,286.26,Occupied,Off-Peak,1,14058.91,5,Completed
20-06-2022,Deluxe,191.86,Occupied,Off-Peak,1,23223.91,4,Completed
20-06-2022,Standard,370.94,Available,Off-Peak,0,19780.87,3,Completed
20-06-2022,Deluxe,371.49,Available,Off-Peak,1,21626.86,4,Completed
20-06-2022,Standard,359.18,Occupied,Off-Peak,0,14966.18,3,Completed
21-06-2022,Standard,252.81,Occupied,Off-Peak,0,12314.47,4,Completed
21-06-2022,Deluxe,247,Occupied,Peak,0,9864.18,2,Cancelled
21-06-2022,Suite,203.02,Available,Peak,0,9515.36,3,Cancelled
21-06-2022,Standard,306.29,Occupied,Peak,0,19035.3,1,Completed
21-06-2022,Suite,218.97,Occupied,Off-Peak,0,17566.06,3,Completed
21-06-2022,Deluxe,211.69,Available,Off-Peak,0,14667.13,4,Completed
21-06-2022,Deluxe,268.22,Occupied,Off-Peak,0,17540.95,4,Completed
21-06-2022,Deluxe,263.31,Available,Off-Peak,0,15712.26,5,Cancelled
21-06-2022,Standard,259.65,Occupied,Off-Peak,0,19811.09,5,Completed
21-06-2022,Standard,334.98,Occupied,Off-Peak,0,19763.43,1,Cancelled
21-06-2022,Deluxe,305.93,Available,Peak,0,9670.63,3,Cancelled
21-06-2022,Standard,278.39,Occupied,Off-Peak,0,16368.23,4,Completed
21-06-2022,Suite,313.73,Available,Peak,0,6655.67,5,Completed
21-06-2022,Standard,225.64,Occupied,Peak,0,15665.1,3,Completed
21-06-2022,Standard,307.9,Available,Peak,0,18021.52,1,Completed
21-06-2022,Deluxe,311.3,Occupied,Peak,0,8431.4,3,Completed
21-06-2022,Standard,187.27,Occupied,Peak,0,12917.69,5,Cancelled
21-06-2022,Deluxe,374.68,Occupied,Off-Peak,0,15047.63,5,Completed
21-06-2022,Deluxe,233.89,Occupied,Peak,1,16169.57,3,Completed
21-06-2022,Suite,306.77,Occupied,Off-Peak,0,13606.98,5,Completed
21-06-2022,Deluxe,387.33,Occupied,Peak,0,9138.56,1,Completed
21-06-2022,Deluxe,369.43,Occupied,Peak,0,14729.96,3,Cancelled
21-06-2022,Deluxe,302.58,Occupied,Off-Peak,0,6738.78,4,Completed
21-06-2022,Suite,272.81,Occupied,Off-Peak,1,13836.79,2,Completed
22-06-2022,Standard,371.06,Occupied,Off-Peak,0,12793.13,2,Completed
22-06-2022,Standard,350.6,Occupied,Off-Peak,0,14328.67,5,Completed
22-06-2022,Standard,253.62,Available,Off-Peak,0,12203.39,4,Cancelled
22-06-2022,Standard,240.38,Occupied,Off-Peak,0,7461.6,5,Completed
22-06-2022,Deluxe,144.57,Occupied,Off-Peak,0,13168.28,2,Cancelled
22-06-2022,Deluxe,311.55,Occupied,Off-Peak,0,19654.1,3,Completed
22-06-2022,Deluxe,293.8,Available,Peak,0,21307.3,3,Completed
22-06-2022,Standard,385.21,Occupied,Off-Peak,1,27196.67,5,Completed
22-06-2022,Deluxe,326.93,Occupied,Peak,0,23458.25,3,Cancelled
22-06-2022,Standard,400.07,Occupied,Off-Peak,0,9015.31,3,Cancelled
22-06-2022,Deluxe,247.7,Occupied,Off-Peak,0,12957.81,2,Completed
22-06-2022,Deluxe,385.36,Available,Peak,0,14886.07,4,Completed
22-06-2022,Standard,260.33,Occupied,Peak,0,14572.2,2,Completed
22-06-2022,Standard,358.32,Occupied,Peak,0,15347.67,1,Completed
22-06-2022,Standard,190.59,Available,Off-Peak,0,27037.96,3,Cancelled
22-06-2022,Suite,317.64,Occupied,Peak,0,9589.74,3,Cancelled
22-06-2022,Suite,151.15,Available,Peak,0,11432.34,2,Completed
22-06-2022,Deluxe,279.96,Occupied,Off-Peak,0,23219.13,2,Completed
22-06-2022,Standard,333.03,Available,Off-Peak,0,11920.09,5,Completed
22-06-2022,Standard,260.93,Available,Peak,0,16967.9,1,Completed
22-06-2022,Deluxe,221.22,Occupied,Peak,0,20173.29,1,Completed
22-06-2022,Deluxe,363.46,Available,Peak,0,17432.5,2,Cancelled
22-06-2022,Standard,292.24,Occupied,Peak,1,15958.83,5,Completed
22-06-2022,Standard,263.28,Occupied,Peak,0,19693.05,1,Cancelled
23-06-2022,Deluxe,303.14,Occupied,Off-Peak,0,10534.66,5,Completed
23-06-2022,Standard,497.75,Occupied,Off-Peak,0,12518.18,5,Completed
23-06-2022,Standard,386.51,Available,Off-Peak,0,17678.19,3,Completed
23-06-2022,Standard,387.19,Occupied,Off-Peak,1,4652.8,3,Completed
23-06-2022,Deluxe,332.67,Available,Peak,0,22082.92,4,Completed
23-06-2022,Suite,312.49,Occupied,Peak,0,16516.96,4,Completed
23-06-2022,Suite,120.29,Occupied,Off-Peak,0,15765.16,4,Completed
23-06-2022,Deluxe,249.08,Occupied,Peak,0,6847.44,5,Cancelled
23-06-2022,Deluxe,263.96,Occupied,Off-Peak,0,8566.95,3,Completed
23-06-2022,Standard,159.38,Available,Off-Peak,0,13007.08,4,Cancelled
23-06-2022,Deluxe,213.19,Available,Off-Peak,0,19037.15,2,Cancelled
23-06-2022,Standard,151.44,Available,Peak,1,4616.92,4,Completed
23-06-2022,Deluxe,297.13,Available,Peak,0,18941.82,4,Completed
23-06-2022,Standard,361.41,Occupied,Off-Peak,0,13199.84,2,Cancelled
23-06-2022,Standard,383.01,Occupied,Off-Peak,0,13882.88,1,Completed
23-06-2022,Standard,331.11,Occupied,Peak,0,16267.96,2,Completed
23-06-2022,Standard,227.75,Occupied,Off-Peak,0,16346.59,3,Completed
23-06-2022,Standard,155.1,Occupied,Peak,0,11437.86,5,Completed
23-06-2022,Standard,168.23,Occupied,Peak,1,18124.55,4,Completed
23-06-2022,Suite,204.83,Occupied,Off-Peak,0,3403.01,4,Cancelled
23-06-2022,Standard,233.34,Occupied,Off-Peak,0,12747.91,2,Completed
23-06-2022,Deluxe,288.02,Available,Off-Peak,0,15768.41,2,Cancelled
23-06-2022,Suite,223.94,Occupied,Off-Peak,0,13275.25,2,Cancelled
23-06-2022,Suite,325.42,Occupied,Peak,0,5865.45,3,Completed
24-06-2022,Deluxe,282.58,Occupied,Off-Peak,0,18790.14,4,Completed
24-06-2022,Suite,300.79,Available,Peak,0,8758.06,5,Completed
24-06-2022,Standard,385.52,Available,Off-Peak,0,14662.43,3,Completed
24-06-2022,Standard,211.48,Occupied,Off-Peak,0,15765.17,4,Completed
24-06-2022,Standard,331.4,Occupied,Peak,1,15099.14,1,Cancelled
24-06-2022,Deluxe,298.95,Available,Off-Peak,0,20845.05,1,Cancelled
24-06-2022,Deluxe,274.99,Occupied,Off-Peak,0,14733.69,1,Completed
24-06-2022,Standard,366.39,Available,Off-Peak,0,17137.28,4,Completed
24-06-2022,Standard,365.93,Available,Off-Peak,0,14720.48,3,Completed
24-06-2022,Deluxe,229.01,Occupied,Peak,0,18064.78,2,Completed
24-06-2022,Standard,286.34,Occupied,Peak,0,21967.48,4,Completed
24-06-2022,Deluxe,321.09,Occupied,Peak,0,15687.71,4,Completed
24-06-2022,Deluxe,279.52,Occupied,Peak,0,18909.25,1,Completed
24-06-2022,Deluxe,343.88,Available,Off-Peak,0,22276.64,4,Completed
24-06-2022,Deluxe,321.09,Available,Off-Peak,0,21785.92,4,Completed
24-06-2022,Suite,437.44,Available,Off-Peak,0,13073.55,3,Completed
24-06-2022,Standard,185.23,Occupied,Off-Peak,0,20182.16,4,Completed
24-06-2022,Deluxe,290.82,Occupied,Off-Peak,0,16243.86,2,Completed
24-06-2022,Deluxe,231.86,Occupied,Peak,1,20586.15,4,Completed
24-06-2022,Standard,345.31,Occupied,Off-Peak,0,17843.17,5,Completed
24-06-2022,Standard,178.71,Occupied,Off-Peak,0,16378.34,3,Cancelled
24-06-2022,Standard,325.97,Occupied,Off-Peak,0,17169.86,2,Completed
24-06-2022,Standard,252.75,Occupied,Peak,0,16276.19,3,Completed
24-06-2022,Deluxe,244.94,Available,Off-Peak,0,16471.67,3,Completed
25-06-2022,Suite,191.51,Occupied,Peak,0,14205.84,1,Completed
25-06-2022,Standard,265.12,Available,Off-Peak,0,13741.38,4,Completed
25-06-2022,Standard,381.34,Occupied,Off-Peak,1,23815.87,1,Completed
25-06-2022,Suite,298.11,Occupied,Peak,0,17387.64,2,Completed
25-06-2022,Standard,347.08,Available,Off-Peak,0,12133.48,4,Cancelled
25-06-2022,Standard,424.85,Available,Off-Peak,1,13612.91,4,Completed
25-06-2022,Deluxe,319.78,Occupied,Off-Peak,0,20281.29,1,Completed
25-06-2022,Deluxe,258.09,Occupied,Off-Peak,0,11319.07,4,Completed
25-06-2022,Standard,335.04,Occupied,Peak,0,7589.86,5,Completed
25-06-2022,Standard,259.18,Occupied,Off-Peak,0,7957.75,1,Completed
25-06-2022,Standard,262.17,Available,Off-Peak,0,6355.12,3,Completed
25-06-2022,Deluxe,186.01,Occupied,Peak,0,8505.93,4,Completed
25-06-2022,Deluxe,369.47,Occupied,Off-Peak,0,9095.67,4,Completed
25-06-2022,Standard,271.05,Available,Off-Peak,0,21926.19,2,Completed
25-06-2022,Deluxe,313.66,Occupied,Peak,0,14769.1,2,Completed
25-06-2022,Suite,222.3,Occupied,Peak,0,13183.68,4,Completed
25-06-2022,Standard,332.7,Occupied,Peak,0,7782.93,5,Completed
25-06-2022,Standard,242.85,Occupied,Off-Peak,0,14284.37,4,Completed
25-06-2022,Deluxe,289.37,Occupied,Off-Peak,0,6313.36,5,Completed
25-06-2022,Standard,365.84,Occupied,Peak,0,13152.91,4,Completed
25-06-2022,Standard,359.31,Occupied,Off-Peak,0,25322.47,5,Cancelled
25-06-2022,Deluxe,298.35,Available,Peak,0,18319.02,4,Completed
25-06-2022,Suite,167.39,Available,Off-Peak,0,13951.01,5,Completed
25-06-2022,Suite,524.46,Occupied,Off-Peak,0,18490.62,2,Completed
26-06-2022,Deluxe,430.94,Occupied,Off-Peak,0,12392.28,5,Completed
26-06-2022,Deluxe,354.2,Occupied,Peak,1,10996.61,2,Completed
26-06-2022,Standard,243.51,Occupied,Off-Peak,0,23520.65,1,Completed
26-06-2022,Deluxe,291.48,Available,Off-Peak,0,9288.63,4,Completed
26-06-2022,Standard,259.24,Occupied,Off-Peak,0,13229.39,3,Completed
26-06-2022,Standard,394.79,Occupied,Off-Peak,0,16530.17,1,Completed
26-06-2022,Deluxe,319.69,Occupied,Peak,1,10318.83,5,Completed
26-06-2022,Deluxe,241.19,Occupied,Off-Peak,1,18253.02,4,Completed
26-06-2022,Standard,264.69,Occupied,Off-Peak,0,13467.03,5,Completed
26-06-2022,Suite,384.09,Available,Off-Peak,0,18319.55,5,Cancelled
26-06-2022,Standard,420.01,Available,Off-Peak,0,17929.92,3,Cancelled
26-06-2022,Standard,414.62,Available,Off-Peak,0,13784.94,3,Completed
26-06-2022,Standard,356.78,Available,Peak,0,23553.29,2,Completed
26-06-2022,Deluxe,281.05,Available,Peak,0,11673.32,4,Completed
26-06-2022,Deluxe,56.89,Occupied,Peak,0,21744.35,4,Cancelled
26-06-2022,Standard,322.29,Occupied,Peak,0,20874.67,3,Completed
26-06-2022,Deluxe,299.86,Available,Off-Peak,0,23854.41,3,Completed
26-06-2022,Standard,310.5,Occupied,Off-Peak,0,15870.28,2,Completed
26-06-2022,Deluxe,304.04,Occupied,Off-Peak,0,11057.07,3,Cancelled
26-06-2022,Standard,200.53,Occupied,Off-Peak,0,25383.98,1,Completed
26-06-2022,Standard,341.81,Occupied,Off-Peak,0,13326.49,5,Completed
26-06-2022,Suite,347.42,Occupied,Peak,0,10932.29,1,Cancelled
26-06-2022,Standard,351.18,Occupied,Peak,0,14051.07,3,Completed
26-06-2022,Standard,370.99,Occupied,Peak,0,10091.55,2,Completed
27-06-2022,Deluxe,345.3,Available,Off-Peak,0,17630.74,4,Completed
27-06-2022,Suite,269.25,Occupied,Peak,0,11971.66,3,Cancelled
27-06-2022,Standard,294.69,Available,Peak,0,13562.58,2,Completed
27-06-2022,Standard,306.83,Occupied,Off-Peak,0,19838.89,4,Completed
27-06-2022,Standard,308.08,Occupied,Off-Peak,0,18118.47,5,Completed
27-06-2022,Deluxe,374.87,Occupied,Off-Peak,0,15077.92,5,Completed
27-06-2022,Standard,348.28,Occupied,Off-Peak,0,15854.37,2,Cancelled
27-06-2022,Deluxe,455.8,Occupied,Off-Peak,0,15061.28,4,Completed
27-06-2022,Suite,465.49,Available,Off-Peak,0,12844.22,1,Cancelled
27-06-2022,Standard,305.97,Available,Off-Peak,1,14987.37,2,Completed
27-06-2022,Standard,12.25,Available,Off-Peak,0,17454.21,3,Completed
27-06-2022,Standard,392.76,Occupied,Peak,0,14369.19,2,Completed
27-06-2022,Standard,259.47,Occupied,Peak,0,17098.84,4,Cancelled
27-06-2022,Suite,239.89,Occupied,Peak,0,10816.66,5,Completed
27-06-2022,Standard,270.12,Occupied,Off-Peak,0,11980.53,1,Completed
27-06-2022,Standard,266.5,Occupied,Off-Peak,1,11328.4,2,Completed
27-06-2022,Deluxe,345.92,Occupied,Peak,0,12174.34,3,Cancelled
27-06-2022,Standard,183.04,Occupied,Peak,0,21435.91,4,Completed
27-06-2022,Deluxe,219.17,Occupied,Off-Peak,0,18630.19,5,Completed
27-06-2022,Standard,325.74,Occupied,Off-Peak,0,9615.38,5,Completed
27-06-2022,Suite,346.72,Occupied,Off-Peak,1,17187.49,4,Completed
27-06-2022,Suite,348.12,Occupied,Off-Peak,0,13047.09,3,Completed
27-06-2022,Deluxe,240.97,Available,Off-Peak,0,11588.08,4,Cancelled
27-06-2022,Suite,226.63,Occupied,Off-Peak,0,7571.3,2,Completed
28-06-2022,Standard,262,Occupied,Peak,1,19859.59,5,Completed
28-06-2022,Standard,317.99,Occupied,Peak,0,8180.68,1,Completed
28-06-2022,Deluxe,411.41,Occupied,Off-Peak,0,14740.18,4,Completed
28-06-2022,Deluxe,146.44,Available,Off-Peak,0,10268.44,1,Completed
28-06-2022,Standard,283.45,Available,Off-Peak,0,18879.22,3,Completed
28-06-2022,Standard,200.05,Occupied,Off-Peak,0,13328.24,4,Completed
28-06-2022,Standard,176.08,Occupied,Off-Peak,0,14327.69,4,Completed
28-06-2022,Standard,372.52,Available,Peak,0,14496.33,4,Completed
28-06-2022,Standard,340.85,Occupied,Off-Peak,0,16512.85,4,Cancelled
28-06-2022,Deluxe,333.71,Available,Off-Peak,0,15065.02,3,Completed
28-06-2022,Standard,369.08,Occupied,Peak,0,14783.63,5,Completed
28-06-2022,Standard,264.02,Occupied,Off-Peak,0,12407.99,5,Completed
28-06-2022,Deluxe,267.55,Available,Peak,1,7126.35,2,Completed
28-06-2022,Deluxe,463.93,Occupied,Peak,0,9407.25,5,Completed
28-06-2022,Suite,281.51,Occupied,Off-Peak,0,18592.4,5,Completed
28-06-2022,Deluxe,355.13,Occupied,Off-Peak,0,13470.9,4,Completed
28-06-2022,Standard,300.48,Occupied,Peak,0,11679.95,3,Cancelled
28-06-2022,Suite,161.38,Available,Off-Peak,0,7971.36,4,Completed
28-06-2022,Deluxe,146.65,Occupied,Off-Peak,0,6401.76,3,Completed
28-06-2022,Standard,256.58,Occupied,Off-Peak,0,11483.97,4,Completed
28-06-2022,Deluxe,379.21,Available,Peak,0,19440.26,4,Completed
28-06-2022,Suite,359.12,Occupied,Peak,0,12214.65,5,Cancelled
28-06-2022,Standard,368.56,Occupied,Peak,0,17002.43,4,Cancelled
28-06-2022,Standard,225.97,Available,Off-Peak,0,11984.7,2,Completed
29-06-2022,Standard,421.19,Available,Off-Peak,0,18194.33,4,Completed
29-06-2022,Standard,227.63,Occupied,Off-Peak,0,13241.25,3,Completed
29-06-2022,Standard,315.96,Occupied,Off-Peak,0,8840.58,3,Completed
29-06-2022,Deluxe,299.22,Available,Off-Peak,0,13655.23,3,Completed
29-06-2022,Standard,286.96,Available,Off-Peak,0,24170,1,Cancelled
29-06-2022,Suite,400.39,Available,Off-Peak,0,23949.42,5,Cancelled
29-06-2022,Deluxe,247.12,Occupied,Peak,0,17432.67,4,Completed
29-06-2022,Deluxe,198.78,Occupied,Peak,0,14314.71,4,Completed
29-06-2022,Suite,301.5,Occupied,Off-Peak,0,16519.51,3,Completed
29-06-2022,Standard,270.01,Available,Off-Peak,0,16584.26,4,Completed
29-06-2022,Standard,553.3,Available,Off-Peak,0,14800.57,4,Cancelled
29-06-2022,Deluxe,350.74,Occupied,Off-Peak,0,17204.72,3,Completed
29-06-2022,Suite,269.3,Occupied,Off-Peak,0,16041.13,5,Cancelled
29-06-2022,Deluxe,220.79,Occupied,Off-Peak,0,13420.14,3,Completed
29-06-2022,Standard,158.98,Available,Off-Peak,0,9023.72,4,Cancelled
29-06-2022,Suite,223.11,Occupied,Off-Peak,0,12699.7,1,Cancelled
29-06-2022,Standard,308.62,Occupied,Peak,0,18997.59,3,Completed
29-06-2022,Suite,407.05,Occupied,Peak,1,14842.69,5,Completed
29-06-2022,Suite,384.13,Occupied,Off-Peak,0,16501.43,4,Completed
29-06-2022,Standard,317.18,Occupied,Peak,1,13584.92,4,Completed
29-06-2022,Deluxe,275.76,Available,Off-Peak,0,9702.01,5,Cancelled
29-06-2022,Standard,320.16,Available,Peak,0,13806.85,3,Completed
29-06-2022,Standard,261.1,Occupied,Peak,0,9887.72,4,Completed
29-06-2022,Deluxe,428.88,Occupied,Peak,0,9568.55,3,Cancelled
30-06-2022,Deluxe,285.81,Available,Peak,0,21028.18,4,Completed
30-06-2022,Suite,293.52,Occupied,Peak,0,12899.57,3,Completed
30-06-2022,Deluxe,133.81,Occupied,Peak,0,11292.58,3,Completed
30-06-2022,Standard,285.34,Available,Off-Peak,1,23089.8,5,Completed
30-06-2022,Suite,362.74,Available,Peak,1,19074.93,2,Completed
30-06-2022,Suite,219.92,Available,Peak,0,13142.45,2,Completed
30-06-2022,Standard,243.7,Occupied,Peak,1,17138.18,1,Completed
30-06-2022,Suite,359.45,Occupied,Off-Peak,0,13821.06,3,Completed
30-06-2022,Standard,189.25,Occupied,Off-Peak,0,11536.6,3,Completed
30-06-2022,Suite,379.34,Occupied,Off-Peak,0,17373.46,1,Completed
